event_action_id,event_id,action_type_id,action_description,source_url,source_citation,source_type,notes
EA00673,E0143,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00674,E0143,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00675,E0144,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00676,E0144,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00677,E0144,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00678,E0144,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00679,E0145,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00680,E0145,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00681,E0145,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00682,E0145,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00683,E0146,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00684,E0146,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00685,E0146,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00686,E0146,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00687,E0147,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00688,E0147,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00689,E0147,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00690,E0147,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00691,E0148,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00692,E0148,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00693,E0148,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00694,E0148,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00695,E0149,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00696,E0149,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00697,E0149,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00698,E0149,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00699,E0150,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00700,E0150,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00701,E0150,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00702,E0150,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00703,E0151,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00704,E0151,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00705,E0151,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00706,E0151,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00707,E0152,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00708,E0152,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00709,E0152,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00710,E0152,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00711,E0153,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00712,E0153,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00713,E0153,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00714,E0153,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00715,E0154,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00716,E0154,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00717,E0154,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00718,E0154,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00719,E0155,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00720,E0155,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00721,E0155,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00722,E0155,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00723,E0156,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00724,E0156,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00725,E0156,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00726,E0156,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00727,E0157,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
EA00728,E0157,AT002,View agenda (must be posted 24 hours before meeting),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-80,state_law,Agenda must be posted on bulletin board and website 24 hours prior
EA00729,E0157,AT003,Request meeting minutes as public record,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-90,state_law,"Minutes are public records; must include date, time, attendance, votes"
EA00730,E0157,AT006,Submit FOIA request for meeting-related records,https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-30,state_law,Right to inspect/copy public records; 10-day response deadline
EA00731,E0158,AT001,Attend meeting in person (SC FOIA guarantees public access),https://www.scstatehouse.gov/code/t30c004.php,SC Code § 30-4-60,state_law,All meetings of public bodies must be open to the public
